customer_id,first_name,last_name,gender,birth_year,country,city,region,acquisition_channel,loyalty_tier,registration_date,email
C002346,Eva,Georgiou,F,1980,Cyprus,Nicosia,Nicosia,referral,Silver,2025-11-30,customer002346@synthetic.example
C002347,Sofia,Costa,M,1962,Serbia,Novi Sad,Vojvodina,affiliate,Gold,2023-04-24,customer002347@synthetic.example
C002348,Victor,Dimitrov,M,1990,Cyprus,Nicosia,Nicosia,organic,Silver,2023-08-22,customer002348@synthetic.example
C002349,Sofia,Georgiou,M,1990,Cyprus,Nicosia,Nicosia,referral,Bronze,2023-09-20,customer002349@synthetic.example
C002350,Nikola,Kovac,F,1958,Cyprus,Limassol,Limassol,social,Bronze,2025-12-24,customer002350@synthetic.example
C002351,Bojan,Nikolic,U,1977,Serbia,Belgrade,Belgrade,paid_search,Bronze,2025-10-21,customer002351@synthetic.example
C002352,Anna,Dimitrov,M,1976,Serbia,Belgrade,Belgrade,paid_search,Bronze,2023-05-19,customer002352@synthetic.example
C002353,Jelena,Nikolic,F,1995,Cyprus,Limassol,Limassol,social,Bronze,2022-12-10,customer002353@synthetic.example
C002354,Eva,Popovic,M,1974,Serbia,Belgrade,Belgrade,paid_search,Bronze,2023-08-15,customer002354@synthetic.example
C002355,Stefan,Vasic,M,1984,Serbia,Novi Sad,Vojvodina,social,Silver,2024-09-09,customer002355@synthetic.example
C002356,Sofia,Boric,M,1999,Serbia,Novi Sad,Vojvodina,organic,Bronze,2023-03-09,customer002356@synthetic.example
C002357,Marko,Ilic,M,1993,Cyprus,Limassol,Limassol,affiliate,Silver,2023-02-21,customer002357@synthetic.example
C002358,Stefan,Savic,F,1996,Cyprus,Limassol,Limassol,paid_search,Silver,2022-04-06,customer002358@synthetic.example
C002359,Stefan,Petrov,M,1988,Cyprus,Limassol,Limassol,paid_search,Bronze,2025-12-20,customer002331@synthetic.example
C002360,Andrej,Boric,M,1990,Cyprus,Paphos,Paphos,referral,Silver,2023-07-19,customer002360@synthetic.example
C002361,Nikola,Boric,F,1992,Cyprus,Limassol,Limassol,organic,Gold,2024-03-10,customer002361@synthetic.example
C002362,Olga,Jovanovic,U,1979,Cyprus,Limassol,Limassol,organic,Bronze,2022-06-22,customer002362@synthetic.example
C002363,Sofia,Vasic,F,1970,Serbia,Novi Sad,Vojvodina,affiliate,Platinum,2022-08-04,customer002363@synthetic.example
C002364,Olga,Petrov,M,1950,Serbia,Nis,Southern Serbia,organic,Silver,2025-12-14,customer002364@synthetic.example
C002365,Mila,Savic,M,1963,Serbia,Belgrade,Belgrade,organic,Bronze,2023-04-23,customer002365@synthetic.example
C002366,Andrej,Markovic,F,1980,Cyprus,Limassol,Limassol,organic,Bronze,2023-11-17,customer002366@synthetic.example
C002367,Petar,Kovac,M,1994,Cyprus,Nicosia,Nicosia,affiliate,Gold,2024-12-08,customer002367@synthetic.example
C002368,Petar,Georgiou,F,1964,Cyprus,Paphos,Paphos,organic,Bronze,2023-12-24,customer002368@synthetic.example
C002369,Petar,Evans,F,1991,Cyprus,Paphos,Paphos,referral,Gold,2022-04-15,customer002369@synthetic.example
C002370,Mila,Evans,M,1964,Serbia,Belgrade,Belgrade,social,Bronze,2024-11-18,customer002370@synthetic.example
C002371,Bojan,Evans,M,1954,Serbia,Belgrade,Belgrade,referral,Bronze,2024-07-17,customer002371@synthetic.example
C002372,Stefan,Jovanovic,M,1994,Cyprus,Nicosia,Nicosia,social,Silver,2025-05-18,customer002372@synthetic.example
C002373,Marko,Boric,M,1967,Cyprus,Larnaca,Larnaca,paid_search,Silver,2022-03-01,customer002373@synthetic.example
C002374,Stefan,Georgiou,F,2004,Cyprus,Larnaca,Larnaca,social,Bronze,2025-06-12,customer002374@synthetic.example
C002375,Eva,Petrov,F,2002,Serbia,Kragujevac,Sumadija,referral,Silver,2023-10-31,customer002375@synthetic.example
C002376,Andrej,Dimitrov,F,1985,Cyprus,Nicosia,Nicosia,social,Gold,2023-11-07,customer002376@synthetic.example
C002377,Olga,Ilic,M,1966,Serbia,Belgrade,Belgrade,social,Gold,2022-12-23,customer002377@synthetic.example
C002378,Anna,Adams,F,1994,Cyprus,Limassol,Limassol,offline,Bronze,2025-05-16,customer002378@synthetic.example
C002379,Mila,Popovic,F,1998,Cyprus,Nicosia,Nicosia,paid_search,Gold,2025-09-17,customer002379@synthetic.example
C002380,Alex,Ilic,M,2005,Serbia,Belgrade,Belgrade,paid_search,Bronze,2025-01-18,customer002380@synthetic.example
C002381,Marko,Vasic,F,1982,Cyprus,Limassol,Limassol,affiliate,Bronze,2023-10-05,customer002381@synthetic.example
C002382,Ivan,Evans,M,1967,Cyprus,Paphos,Paphos,referral,Silver,2024-10-09,customer002382@synthetic.example
C002383,Ivan,Kovac,F,1993,Cyprus,Paphos,Paphos,social,Bronze,2025-12-12,customer002383@synthetic.example
C002384,Mila,Savic,M,1983,Cyprus,Larnaca,Larnaca,offline,Bronze,2024-11-08,customer002384@synthetic.example
C002385,Mila,Boric,F,1957,Serbia,Belgrade,Belgrade,social,Bronze,2025-03-04,customer002385@synthetic.example
C002386,Elena,Nikolic,F,1999,Serbia,Belgrade,Belgrade,social,Silver,2024-10-21,customer002386@synthetic.example
C002387,Jelena,Adams,M,1967,Cyprus,Limassol,Limassol,social,Bronze,2022-11-18,customer002387@synthetic.example
C002388,Elena,Kovac,M,1964,Serbia,Novi Sad,Vojvodina,organic,Silver,2024-05-05,customer002388@synthetic.example
C002389,Andrej,Evans,M,1975,Cyprus,Limassol,Limassol,referral,Bronze,2022-02-09,customer002389@synthetic.example
C002390,Andrej,Savic,M,1951,Serbia,Belgrade,Belgrade,affiliate,Silver,2022-02-12,customer002390@synthetic.example
C002391,Marko,Kovac,M,1972,Serbia,Kragujevac,Sumadija,paid_search,Bronze,2025-08-01,customer002391@synthetic.example
C002392,Olga,Nikolic,F,1960,Cyprus,Limassol,Limassol,social,Bronze,2023-06-12,customer002392@synthetic.example
C002393,Andrej,Savic,M,2003,Cyprus,Paphos,Paphos,organic,Silver,2025-06-03,customer002393@synthetic.example
C002394,Daniel,Petrov,M,1952,Serbia,Belgrade,Belgrade,offline,Bronze,2025-01-20,customer002394@synthetic.example
C002395,Daniel,Vasic,F,1980,Serbia,Belgrade,Belgrade,organic,Bronze,2023-11-13,customer002395@synthetic.example
C002396,Nikola,Boric,M,1978,Serbia,Belgrade,Belgrade,affiliate,Bronze,2023-05-22,customer002396@synthetic.example
C002397,Elena,Popovic,F,1968,Cyprus,Larnaca,Larnaca,affiliate,Platinum,2023-08-06,customer002397@synthetic.example
C002398,Bojan,Ilic,M,1964,Cyprus,Limassol,Limassol,organic,Silver,2022-10-09,customer002398@synthetic.example
C002399,Eva,Nikolic,F,1971,Cyprus,Larnaca,Larnaca,organic,Bronze,2023-06-10,customer002399@synthetic.example
C002400,Bojan,Dimitrov,F,1986,Serbia,Belgrade,Belgrade,organic,Silver,2025-09-01,customer002400@synthetic.example
C002401,Daniel,Dimitrov,F,1964,Serbia,Novi Sad,Vojvodina,organic,Silver,2024-07-02,customer002401@synthetic.example
C002402,Elena,Jovanovic,F,1981,Serbia,Novi Sad,Vojvodina,social,Bronze,2023-07-16,customer002402@synthetic.example
C002403,Daniel,Savic,F,1953,Serbia,,Vojvodina,organic,Bronze,2025-05-01,customer002403@synthetic.example
C002404,Mila,Ilic,M,1969,Cyprus,Limassol,Limassol,organic,Platinum,2025-10-06,customer002316@synthetic.example
C002405,Daniel,Evans,M,1969,Serbia,Belgrade,Belgrade,paid_search,Bronze,2022-04-08,customer002405@synthetic.example
C002406,Mila,Boric,M,1950,Serbia,Belgrade,Belgrade,organic,Bronze,2024-01-09,customer002406@synthetic.example
C002407,Anna,Georgiou,M,1994,Cyprus,Larnaca,Larnaca,social,Bronze,2025-04-11,customer002407@synthetic.example
C002408,Alex,Boric,F,1955,Serbia,Nis,Southern Serbia,offline,Silver,2024-05-25,customer002408@synthetic.example
C002409,Jelena,Dimitrov,M,1958,Cyprus,Paphos,Paphos,affiliate,Silver,2022-02-23,customer002409@synthetic.example
C002410,Sofia,Boric,F,2002,Cyprus,Limassol,Limassol,paid_search,Silver,2025-10-15,customer002410@synthetic.example
C002411,Olga,Popovic,M,1948,Serbia,Novi Sad,Vojvodina,paid_search,Silver,2022-07-06,customer002411@synthetic.example
C002412,Tanja,Popovic,F,1953,Cyprus,Paphos,Paphos,paid_search,Silver,2023-11-09,customer002412@synthetic.example
C002413,Alex,Costa,F,1992,Cyprus,Nicosia,Nicosia,offline,Bronze,2023-10-06,customer002413@synthetic.example
C002414,Stefan,Nikolic,F,2003,Cyprus,Limassol,Limassol,organic,Silver,2023-01-24,customer002414@synthetic.example
C002415,Nikola,Adams,M,1964,Cyprus,Nicosia,Nicosia,organic,Bronze,2024-09-03,customer002415@synthetic.example
C002416,Victor,Popovic,F,1967,Cyprus,Limassol,Limassol,organic,Bronze,2025-10-13,customer002416@synthetic.example
C002417,Stefan,Adams,M,1958,Serbia,Novi Sad,Vojvodina,affiliate,Bronze,2025-12-22,customer002417@synthetic.example
C002418,Bojan,Adams,M,1955,Cyprus,Limassol,Limassol,offline,Silver,2024-04-01,customer002418@synthetic.example
C002419,Eva,Markovic,F,1961,Cyprus,Limassol,Limassol,referral,Bronze,2022-04-11,customer002419@synthetic.example
C002420,Bojan,Kovac,M,1952,Cyprus,Limassol,Limassol,referral,Bronze,2022-05-07,customer002420@synthetic.example
C002421,Olga,Costa,F,2005,Serbia,Belgrade,Belgrade,paid_search,Bronze,2025-05-14,customer002421@synthetic.example
C002422,Elena,Ilic,F,1980,Serbia,Novi Sad,Vojvodina,affiliate,Bronze,2023-03-24,customer002422@synthetic.example
C002423,Elena,Costa,M,1963,Cyprus,Nicosia,Nicosia,referral,Gold,2022-12-21,customer002423@synthetic.example
C002424,Victor,Nikolic,F,1973,Cyprus,Limassol,Limassol,organic,Gold,2022-06-02,customer002424@synthetic.example
C002425,Marko,Boric,M,1999,Serbia,Belgrade,Belgrade,referral,Bronze,2024-01-10,customer002425@synthetic.example
C002426,Sofia,Popovic,M,1949,Serbia,Belgrade,Belgrade,social,Bronze,2022-07-11,customer002426@synthetic.example
C002427,Marko,Petrov,M,1964,Cyprus,Larnaca,Larnaca,offline,Bronze,2025-12-21,customer002427@synthetic.example
C002428,Alex,Jovanovic,M,1950,Cyprus,Paphos,Paphos,affiliate,Bronze,2023-01-18,customer002428@synthetic.example
C002429,Jelena,Popovic,M,1970,Cyprus,Nicosia,Nicosia,social,Gold,2024-10-06,customer002429@synthetic.example
C002430,Nikola,Dimitrov,M,1987,Cyprus,Limassol,Limassol,paid_search,Silver,2023-12-02,customer002430@synthetic.example
C002431,Mila,Georgiou,M,1969,Cyprus,Limassol,Limassol,affiliate,Bronze,2022-05-18,customer002431@synthetic.example
C002432,Alex,Costa,M,1990,Cyprus,Larnaca,Larnaca,offline,Silver,2022-07-21,customer002432@synthetic.example
C002433,Ivan,Dimitrov,M,1980,Serbia,Novi Sad,Vojvodina,social,Bronze,2022-07-11,customer002433@synthetic.example
C002434,Ivan,Dimitrov,F,1991,Serbia,Belgrade,Belgrade,paid_search,Silver,2025-04-18,customer002434@synthetic.example
C002435,Andrej,Kovac,M,1974,Serbia,Novi Sad,Vojvodina,referral,Bronze,2024-02-02,customer002435@synthetic.example
C002436,Elena,Markovic,F,1964,Serbia,Belgrade,Belgrade,referral,Silver,2022-05-19,customer002436@synthetic.example
C002437,Nikola,Ilic,M,1987,Serbia,Novi Sad,Vojvodina,organic,Silver,2023-02-14,customer002437@synthetic.example
C002438,Elena,Georgiou,M,1961,Cyprus,,Nicosia,organic,Bronze,2024-02-26,customer002438@synthetic.example
C002439,Eva,Jovanovic,M,1952,Cyprus,Limassol,Limassol,social,Bronze,2024-09-18,customer002439@synthetic.example
C002440,Jelena,Ilic,M,1954,Serbia,Belgrade,Belgrade,affiliate,Bronze,2024-03-04,customer002440@synthetic.example
C002441,Jelena,Kovac,F,1999,Serbia,Belgrade,Belgrade,paid_search,Bronze,2022-05-25,customer002441@synthetic.example
C002442,Jelena,Jovanovic,F,1980,Cyprus,Nicosia,Nicosia,paid_search,Silver,2022-12-14,customer002442@synthetic.example
C002443,Elena,Petrov,M,2002,Serbia,Belgrade,Belgrade,offline,Gold,2024-12-23,customer002443@synthetic.example
C002444,Andrej,Vasic,M,1996,Cyprus,Limassol,Limassol,social,Gold,2025-08-22,customer002444@synthetic.example
C002445,Bojan,Nikolic,F,2003,Serbia,Kragujevac,Sumadija,organic,Silver,2024-06-18,customer002445@synthetic.example
C002446,Bojan,Georgiou,F,1965,Cyprus,Nicosia,Nicosia,referral,Bronze,2023-12-04,customer002446@synthetic.example
C002447,Stefan,Ilic,M,1992,Cyprus,Larnaca,Larnaca,paid_search,Bronze,2025-07-09,customer002447@synthetic.example
C002448,Marko,Petrov,F,1954,Serbia,Kragujevac,Sumadija,referral,Bronze,2024-07-02,customer002448@synthetic.example
C002449,Jelena,Savic,M,1999,Cyprus,Limassol,Limassol,social,Bronze,2024-12-26,customer002449@synthetic.example
C002450,Alex,Boric,F,1997,Serbia,Belgrade,Belgrade,organic,Bronze,2022-03-20,customer002450@synthetic.example
C002451,Tanja,Vasic,M,1996,Serbia,Belgrade,Belgrade,paid_search,Silver,2023-06-03,customer002451@synthetic.example
C002452,Marko,Dimitrov,F,1963,Cyprus,Limassol,Limassol,affiliate,Bronze,2025-04-22,customer002452@synthetic.example
C002453,Bojan,Adams,M,1989,Serbia,Kragujevac,Sumadija,social,Bronze,2024-06-03,customer002453@synthetic.example
C002454,Victor,Evans,F,1954,Serbia,Kragujevac,Sumadija,referral,Silver,2022-03-25,customer002454@synthetic.example
C002455,Sofia,Boric,F,1991,Cyprus,Paphos,Paphos,social,Bronze,2022-02-22,customer002455@synthetic.example
C002456,Sofia,Adams,F,2003,Cyprus,Nicosia,Nicosia,paid_search,Silver,2022-07-23,customer002456@synthetic.example
C002457,Andrej,Petrov,F,1950,Serbia,Kragujevac,Sumadija,paid_search,Platinum,2025-09-24,customer002457@synthetic.example
C002458,Sofia,Savic,M,1957,Serbia,Nis,Southern Serbia,offline,Bronze,2025-04-23,customer002458@synthetic.example
C002459,Alex,Savic,F,1954,Cyprus,Limassol,Limassol,paid_search,Silver,2022-03-16,customer002459@synthetic.example
C002460,Tanja,Costa,M,1998,Serbia,Belgrade,Belgrade,referral,Bronze,2024-06-26,customer002460@synthetic.example
C002461,Jelena,Ilic,M,1997,Serbia,Belgrade,Belgrade,social,Silver,2025-06-12,customer002461@synthetic.example
C002462,Victor,Evans,M,1948,Cyprus,Larnaca,Larnaca,paid_search,Bronze,2025-01-17,customer002462@synthetic.example
C002463,Andrej,Jovanovic,F,1959,Serbia,Belgrade,Belgrade,organic,Bronze,2023-08-23,customer002463@synthetic.example
C002464,Sofia,Vasic,M,1974,Cyprus,Nicosia,Nicosia,paid_search,Bronze,2023-03-05,customer002464@synthetic.example
C002465,Stefan,Adams,F,1956,Cyprus,Nicosia,Nicosia,paid_search,Gold,2023-06-01,customer002465@synthetic.example
C002466,Bojan,Adams,M,1958,Cyprus,Larnaca,Larnaca,social,Silver,2025-11-09,customer002466@synthetic.example
C002467,Andrej,Georgiou,M,1985,Serbia,Novi Sad,Vojvodina,affiliate,Silver,2022-08-20,customer002467@synthetic.example
C002468,Olga,Adams,M,1979,Serbia,Belgrade,Belgrade,social,Gold,2025-06-23,customer002468@synthetic.example
C002469,Sofia,Evans,M,1984,Serbia,Nis,Southern Serbia,paid_search,Gold,2023-06-12,customer002469@synthetic.example
C002470,Anna,Vasic,F,1977,Serbia,Novi Sad,Vojvodina,paid_search,Bronze,2022-02-11,customer002470@synthetic.example
C002471,Daniel,Petrov,F,1956,Serbia,Novi Sad,Vojvodina,organic,Bronze,2024-05-31,customer002471@synthetic.example
C002472,Ivan,Costa,F,1952,Cyprus,Limassol,Limassol,paid_search,Silver,2023-07-03,customer002472@synthetic.example
C002473,Eva,Georgiou,M,1973,Cyprus,Limassol,Limassol,social,Silver,2023-12-26,customer002473@synthetic.example
C002474,Anna,Adams,F,1989,Cyprus,Nicosia,Nicosia,organic,Bronze,2025-01-15,customer002474@synthetic.example
C002475,Victor,Dimitrov,M,1957,Serbia,Novi Sad,Vojvodina,offline,Silver,2023-07-15,customer002475@synthetic.example
C002476,Jelena,Dimitrov,F,1995,Cyprus,Limassol,Limassol,social,Bronze,2022-05-15,customer002476@synthetic.example
C002477,Stefan,Popovic,F,1990,Cyprus,Paphos,Paphos,organic,Bronze,2024-05-25,customer002477@synthetic.example
C002478,Victor,Dimitrov,M,1961,Serbia,Novi Sad,Vojvodina,offline,Silver,2023-08-08,customer002478@synthetic.example
C002479,Andrej,Boric,F,1981,Cyprus,Larnaca,Larnaca,offline,Bronze,2022-04-08,customer002479@synthetic.example
C002480,Jelena,Boric,F,2002,Serbia,Nis,Southern Serbia,organic,Silver,2025-05-03,customer002480@synthetic.example
C002481,Sofia,Popovic,M,1978,Serbia,Novi Sad,Vojvodina,affiliate,Bronze,2022-08-10,customer002481@synthetic.example
C002482,Elena,Markovic,F,1990,Serbia,Belgrade,Belgrade,social,Bronze,2024-06-20,customer002482@synthetic.example
C002483,Victor,Kovac,F,1968,Cyprus,Limassol,Limassol,affiliate,Silver,2023-12-18,customer002483@synthetic.example
C002484,Victor,Petrov,M,1998,Serbia,Belgrade,Belgrade,organic,Gold,2022-05-13,customer002484@synthetic.example
C002485,Bojan,Markovic,M,1961,Cyprus,Paphos,Paphos,organic,Bronze,2025-08-24,customer002485@synthetic.example
C002486,Nikola,Evans,M,2003,Cyprus,Nicosia,Nicosia,social,Bronze,2023-12-07,customer002486@synthetic.example
C002487,Sofia,Nikolic,F,1966,Cyprus,Larnaca,Larnaca,referral,Bronze,2023-11-12,customer002487@synthetic.example
C002488,Andrej,Adams,M,1965,Cyprus,Larnaca,Larnaca,affiliate,Silver,2024-08-01,customer002485@synthetic.example
C002489,Andrej,Boric,F,1992,Serbia,Belgrade,Belgrade,paid_search,Bronze,2023-02-17,customer002489@synthetic.example
C002490,Andrej,Jovanovic,F,2002,Serbia,Nis,Southern Serbia,organic,Bronze,2022-02-26,customer002490@synthetic.example
C002491,Elena,Kovac,M,1954,Serbia,Belgrade,Belgrade,affiliate,Silver,2022-05-06,customer002491@synthetic.example
C002492,Nikola,Boric,M,1956,Cyprus,Limassol,Limassol,paid_search,Bronze,2024-05-26,customer002492@synthetic.example
C002493,Alex,Markovic,M,2000,Cyprus,Nicosia,Nicosia,referral,Silver,2023-06-25,customer002493@synthetic.example
C002494,Petar,Ilic,M,2004,Cyprus,Limassol,Limassol,organic,Gold,2022-02-13,customer002494@synthetic.example
C002495,Tanja,Adams,F,1988,Serbia,Kragujevac,Sumadija,affiliate,Silver,2023-11-01,customer002495@synthetic.example
C002496,Alex,Popovic,F,1972,Cyprus,Larnaca,Larnaca,social,Bronze,2022-02-04,customer002496@synthetic.example
C002497,Marko,Markovic,M,1948,Serbia,Belgrade,Belgrade,organic,Bronze,2023-01-19,customer002497@synthetic.example
C002498,Sofia,Savic,M,1988,Serbia,Kragujevac,Sumadija,paid_search,Bronze,2023-08-03,customer002498@synthetic.example
C002499,Olga,Kovac,M,1995,Cyprus,Nicosia,Nicosia,paid_search,Platinum,2022-08-01,customer002499@synthetic.example
C002500,Jelena,Savic,F,1969,Serbia,Nis,Southern Serbia,paid_search,Bronze,2025-07-11,customer002500@synthetic.example
C002501,Sofia,Dimitrov,M,1996,Cyprus,Nicosia,Nicosia,paid_search,Silver,2023-01-02,customer002501@synthetic.example
C002502,Jelena,Kovac,F,1966,Serbia,Novi Sad,Vojvodina,organic,Gold,2025-08-06,customer002502@synthetic.example
C002503,Daniel,Petrov,M,1982,Serbia,Belgrade,Belgrade,paid_search,Bronze,2025-07-24,customer002503@synthetic.example
C002504,Tanja,Petrov,M,1977,Serbia,Novi Sad,Vojvodina,referral,Gold,2023-01-23,customer002504@synthetic.example
C002505,Alex,Georgiou,M,1967,Cyprus,Limassol,Limassol,organic,Bronze,2024-06-01,customer002505@synthetic.example
C002506,Mila,Nikolic,F,1974,Serbia,Kragujevac,Sumadija,organic,Bronze,2023-02-16,customer002506@synthetic.example
C002507,Sofia,Georgiou,M,1991,Serbia,Kragujevac,Sumadija,offline,Bronze,2022-01-05,customer002507@synthetic.example
C002508,Tanja,Georgiou,F,1987,Cyprus,Larnaca,Larnaca,paid_search,Bronze,2023-05-11,customer002508@synthetic.example
C002509,Eva,Costa,F,1979,Serbia,Belgrade,Belgrade,organic,Bronze,2023-12-13,customer002509@synthetic.example
C002510,Nikola,Savic,F,1998,Serbia,Novi Sad,Vojvodina,offline,Bronze,2024-05-08,customer002510@synthetic.example
C002511,Andrej,Evans,F,1986,Cyprus,Limassol,Limassol,social,Bronze,2025-02-14,customer002511@synthetic.example
C002512,Marko,Georgiou,F,1999,Serbia,Belgrade,Belgrade,organic,Silver,2023-10-20,customer002512@synthetic.example
C002513,Victor,Evans,M,1982,Serbia,Kragujevac,Sumadija,referral,Gold,2024-05-09,customer002513@synthetic.example
C002514,Mila,Savic,M,1980,Cyprus,Limassol,Limassol,social,Bronze,2022-08-17,customer002514@synthetic.example
C002515,Alex,Adams,M,1960,Serbia,Belgrade,Belgrade,offline,Bronze,2023-10-05,customer002515@synthetic.example
C002516,Eva,Boric,F,1966,Serbia,Kragujevac,Sumadija,referral,Bronze,2025-01-06,customer002516@synthetic.example
C002517,Petar,Nikolic,M,1985,Cyprus,Larnaca,Larnaca,social,Bronze,2024-09-03,customer002517@synthetic.example
C002518,Stefan,Savic,M,1983,Serbia,Kragujevac,Sumadija,organic,Bronze,2022-11-26,customer002518@synthetic.example
C002519,Alex,Jovanovic,F,1992,Cyprus,Limassol,Limassol,referral,Bronze,2023-11-08,customer002519@synthetic.example
C002520,Ivan,Boric,M,1960,Serbia,Belgrade,Belgrade,referral,Bronze,2024-11-22,customer002520@synthetic.example
C002521,Ivan,Dimitrov,M,1991,Serbia,Nis,Southern Serbia,organic,Bronze,2025-05-06,customer002521@synthetic.example
C002522,Daniel,Petrov,F,1959,Cyprus,Nicosia,Nicosia,organic,Bronze,2022-09-23,customer002522@synthetic.example
C002523,Nikola,Jovanovic,F,1953,Serbia,Novi Sad,Vojvodina,paid_search,Bronze,2022-09-20,customer002523@synthetic.example
C002524,Andrej,Dimitrov,F,1997,Cyprus,Limassol,Limassol,organic,Silver,2024-10-03,customer002524@synthetic.example
C002525,Jelena,Jovanovic,M,1997,Cyprus,Larnaca,Larnaca,organic,Bronze,2023-03-19,customer002525@synthetic.example
C002526,Victor,Costa,M,1972,Serbia,Belgrade,Belgrade,affiliate,Bronze,2022-07-24,customer002526@synthetic.example
C002527,Olga,Vasic,M,1967,Cyprus,Limassol,Limassol,offline,Bronze,2024-10-25,customer002527@synthetic.example
C002528,Victor,Kovac,F,1975,Serbia,Belgrade,Belgrade,paid_search,Silver,2024-12-05,customer002528@synthetic.example
C002529,Victor,Evans,F,1992,Serbia,Belgrade,Belgrade,offline,Bronze,2024-12-06,customer002529@synthetic.example
C002530,Ivan,Popovic,F,1968,Serbia,Nis,Southern Serbia,offline,Bronze,2025-12-16,customer002530@synthetic.example
C002531,Anna,Popovic,M,1998,Serbia,Belgrade,Belgrade,paid_search,Bronze,2024-05-25,customer002531@synthetic.example
C002532,Alex,Vasic,M,1959,Cyprus,Nicosia,Nicosia,paid_search,Bronze,2025-06-13,customer002532@synthetic.example
C002533,Olga,Petrov,M,1948,Serbia,Belgrade,Belgrade,social,Gold,2025-02-25,customer002533@synthetic.example
C002534,Bojan,Markovic,M,2001,Serbia,Nis,Southern Serbia,organic,Silver,2025-09-11,customer002534@synthetic.example
C002535,Tanja,Jovanovic,M,1968,Cyprus,Limassol,Limassol,paid_search,Silver,2022-05-10,customer002535@synthetic.example
C002536,Eva,Savic,M,2004,Cyprus,Paphos,Paphos,paid_search,Bronze,2023-04-26,customer002536@synthetic.example
C002537,Sofia,Evans,F,1992,Serbia,Nis,Southern Serbia,social,Gold,2024-09-15,customer002537@synthetic.example
C002538,Andrej,Vasic,F,1998,Cyprus,Limassol,Limassol,paid_search,Bronze,2025-11-18,customer002538@synthetic.example
C002539,Alex,Adams,M,1980,Serbia,Belgrade,Belgrade,offline,Bronze,2022-11-07,customer002539@synthetic.example
C002540,Bojan,Adams,F,1980,Cyprus,Nicosia,Nicosia,organic,Silver,2022-01-20,customer002540@synthetic.example
C002541,Anna,Costa,F,2002,Cyprus,Limassol,Limassol,referral,Silver,2024-07-05,customer002541@synthetic.example
C002542,Alex,Kovac,F,1985,Cyprus,Larnaca,Larnaca,social,Platinum,2025-06-12,customer002542@synthetic.example
C002543,Eva,Vasic,F,1971,Serbia,Belgrade,Belgrade,organic,Bronze,2022-10-31,customer002543@synthetic.example
C002544,Olga,Adams,F,1969,Cyprus,Limassol,Limassol,social,Bronze,2022-07-10,customer002544@synthetic.example
C002545,Petar,Georgiou,M,2000,Serbia,Kragujevac,Sumadija,paid_search,Bronze,2022-06-08,customer002545@synthetic.example
C002546,Stefan,Costa,M,1971,Serbia,Belgrade,Belgrade,organic,Silver,2024-11-16,customer002546@synthetic.example
C002547,Stefan,Boric,F,1994,Serbia,Belgrade,Belgrade,paid_search,Silver,2024-01-10,customer002547@synthetic.example
C002548,Bojan,Adams,M,1976,Serbia,Nis,Southern Serbia,paid_search,Bronze,2023-04-12,customer002548@synthetic.example
C002549,Andrej,Vasic,M,1983,Cyprus,Limassol,Limassol,paid_search,Bronze,2025-07-20,customer002549@synthetic.example
C002550,Eva,Georgiou,F,1999,Serbia,Belgrade,Belgrade,affiliate,Silver,2024-11-14,customer002550@synthetic.example
C002551,Alex,Boric,M,1986,Serbia,Belgrade,Belgrade,paid_search,Gold,2025-03-12,customer002551@synthetic.example
C002552,Stefan,Nikolic,F,1982,Serbia,Belgrade,Belgrade,affiliate,Bronze,2022-07-21,customer002552@synthetic.example
C002553,Alex,Dimitrov,F,1972,Cyprus,Nicosia,Nicosia,organic,Bronze,2024-03-12,customer002553@synthetic.example
C002554,Eva,Savic,F,1973,Cyprus,Limassol,Limassol,organic,Bronze,2023-02-08,customer002554@synthetic.example
C002555,Eva,Costa,F,1994,Serbia,Belgrade,Belgrade,affiliate,Bronze,2023-04-12,customer002555@synthetic.example
C002556,Olga,Ilic,M,1999,Cyprus,Nicosia,Nicosia,paid_search,Silver,2025-12-05,customer002556@synthetic.example
C002557,Jelena,Savic,M,1952,Cyprus,Larnaca,Larnaca,organic,Bronze,2023-06-19,customer002557@synthetic.example
C002558,Ivan,Popovic,F,1995,Cyprus,Nicosia,Nicosia,organic,Silver,2023-12-16,customer002558@synthetic.example
C002559,Stefan,Petrov,F,1997,Serbia,Nis,Southern Serbia,organic,Bronze,2025-10-20,customer002559@synthetic.example
C002560,Marko,Ilic,F,2004,Serbia,Belgrade,Belgrade,organic,Bronze,2022-10-15,customer002560@synthetic.example
C002561,Nikola,Dimitrov,M,1995,Cyprus,Limassol,Limassol,social,Bronze,2025-01-20,customer002489@synthetic.example
C002562,Petar,Petrov,F,1976,Serbia,Novi Sad,Vojvodina,affiliate,Gold,2025-06-01,customer002562@synthetic.example
C002563,Bojan,Nikolic,F,1978,Cyprus,Nicosia,Nicosia,social,Bronze,2024-10-26,customer002563@synthetic.example
C002564,Bojan,Dimitrov,M,1949,Serbia,Nis,Southern Serbia,organic,Bronze,2023-08-12,customer002564@synthetic.example
C002565,Elena,Nikolic,F,1979,Serbia,Belgrade,Belgrade,organic,Bronze,2024-12-19,customer002565@synthetic.example
C002566,Victor,Nikolic,F,1982,Serbia,Belgrade,Belgrade,affiliate,Silver,2024-05-18,customer002566@synthetic.example
